,trial,method,quantile_loss,mean_in_quantile_loss,mean_in_quantile_pred_size,quantile_satisfied
0,1,DKW,0.0,0.0,5.323999881744385,True
1,1,OrderStats,0.0,0.0,3.549333333969116,True
2,1,RcpsHB,0.0,0.0,29.140443801879883,True
