method,quantile_loss,mean_in_quantile_loss,mean_in_quantile_pred_size,quantile_satisfied,oracle_var,oracle_quantile_set_size
DKW,0.0,0.0,5.323999881744385,1.0,0.13871687650680542,2.3875555992126465
OrderStats,0.0,0.0,3.549333333969116,1.0,0.13871687650680542,2.3875555992126465
RcpsHB,0.0,0.0,29.140443801879883,1.0,0.13871687650680542,2.3875555992126465
