,trial,method,quantile_loss,mean_in_quantile_loss,mean_in_quantile_pred_size,quantile_satisfied,mean_alpha,quantile_alpha
0,1,DKW,0.9315463900566101,0.7666029334068298,483.6643371582031,True,,0.9863013625144958
1,1,OrderStats,0.519067108631134,0.1323188692331314,136.13369750976562,True,,0.8910505771636963
2,1,LttHB,0.534852147102356,0.08700773864984512,123.72840881347656,True,0.17219895124435425,1.721989512443543
