method,quantile_loss,mean_in_quantile_loss,mean_in_quantile_pred_size,quantile_satisfied,oracle_var,oracle_quantile_set_size
DKW,0.0,0.0,55.35444259643555,1.0,0.2938884496688843,4.412222385406494
OrderStats,0.0,0.0,24.31222152709961,1.0,0.2938884496688843,4.412222385406494
RcpsHB,0.0,0.0,68.10444641113281,1.0,0.2938884496688843,4.412222385406494
