method,quantile_loss,mean_in_quantile_loss,mean_in_quantile_pred_size,quantile_satisfied,oracle_var,oracle_quantile_set_size
DKW,0.0,0.0,17.5766658782959,1.0,0.10000002384185791,7.69444465637207
OrderStats,0.0,0.0,11.015555381774902,1.0,0.10000002384185791,7.69444465637207
RcpsHB,0.0,0.0,21.47333335876465,1.0,0.10000002384185791,7.69444465637207
